id,carat,cut,color,clarity,depth,table,x,y,z,price
19317,0.3,Ideal,H,VS1,62.7,55.0,4.25,4.3,2.68,526
19318,0.35,Very Good,H,VVS2,62.5,58.0,4.48,4.51,2.81,706
19319,0.7,Ideal,E,VS2,60.3,57.0,5.7,5.8,3.47,2719
19320,0.7,Ideal,E,SI2,62.0,58.0,5.66,5.7,3.52,2332
19321,0.31,Ideal,E,VS2,62.8,57.0,4.37,4.33,2.73,872
19322,1.02,Premium,F,VS2,62.4,59.0,6.45,6.4,4.01,6773
19323,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,1699
19324,0.72,Ideal,F,VS1,60.5,56.0,5.82,5.85,3.53,3759
19325,0.5,Ideal,E,VS2,62.3,57.0,5.08,5.04,3.15,1676
19326,1.3,Ideal,G,IF,61.3,56.0,7.03,7.06,4.32,12932
19327,2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,15073
19328,0.28,Very Good,H,VS1,62.4,56.0,4.2,4.23,2.63,429
19329,0.6,Fair,G,VVS2,57.9,67.0,5.66,5.47,3.23,2167
19330,0.71,Ideal,J,SI2,61.3,56.0,5.73,5.78,3.53,1901
19331,0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23,1912
19332,0.3,Good,G,IF,63.8,55.0,4.24,4.28,2.72,895
19333,0.31,Very Good,F,SI1,58.8,59.0,4.44,4.5,2.63,459
19334,1.1,Premium,E,VVS2,60.1,58.0,6.76,6.69,4.04,10577
19335,0.78,Premium,E,VS2,62.6,57.0,5.91,5.85,3.68,2970
19336,0.92,Good,D,SI2,59.0,58.0,6.31,6.36,3.74,3936
19337,1.28,Ideal,F,VS1,61.5,55.0,6.98,7.01,4.3,12061
19338,0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51,3265
19339,0.7,Fair,G,VS2,57.3,63.0,5.78,5.84,3.33,2273
19340,0.71,Ideal,D,SI2,61.9,56.0,5.78,5.73,3.56,2452
19341,0.23,Very Good,E,VVS2,60.6,60.0,3.93,3.99,2.4,505
19342,0.32,Good,F,SI2,63.8,55.0,4.35,4.34,2.77,540
19343,0.26,Good,D,VS2,65.2,56.0,3.99,4.02,2.61,403
19344,0.31,Ideal,G,IF,62.2,55.0,4.35,4.4,2.72,891
19345,0.71,Very Good,I,VVS2,62.5,57.0,5.68,5.74,3.57,2495
19346,0.6,Ideal,E,SI1,61.4,57.0,5.52,5.46,3.37,1601
19347,0.32,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,486
19348,1.12,Premium,I,SI1,61.3,58.0,6.69,6.68,4.1,4077
19349,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,2946
19350,0.9,Very Good,F,VS2,61.7,56.0,6.18,6.21,3.82,4678
19351,1.03,Very Good,G,SI2,63.5,56.0,6.37,6.33,4.03,4413
19352,0.78,Ideal,D,VS2,61.9,56.0,5.88,5.94,3.66,3763
19353,0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,2846
19354,1.33,Premium,E,SI2,62.0,57.0,7.15,7.08,4.41,7341
19355,0.34,Premium,E,VS2,62.8,58.0,4.45,4.43,2.79,956
19356,1.0,Good,E,SI2,64.3,58.0,6.18,6.11,3.95,3450
19357,2.02,Ideal,H,SI2,63.0,57.0,8.01,8.06,5.06,15974
19358,1.1,Very Good,I,SI2,62.8,57.0,6.56,6.63,4.14,4083
19359,1.0,Very Good,D,IF,63.3,59.0,6.37,6.33,4.02,16073
19360,1.04,Very Good,E,SI1,63.5,56.0,6.41,6.37,4.06,5381
19361,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1289
19362,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2949
19363,1.04,Premium,F,VVS2,62.1,56.0,6.54,6.48,4.04,8610
19364,1.54,Premium,I,VS1,61.6,58.0,7.39,7.42,4.56,10164
19365,1.14,Ideal,H,VS2,62.6,56.0,6.68,6.65,4.17,6095
19366,0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94,807
19367,1.74,Ideal,F,SI1,62.4,57.0,7.68,7.64,4.78,14775
19368,0.52,Ideal,F,IF,60.3,57.0,5.23,5.28,3.17,2504
19369,0.7,Very Good,D,VS1,63.1,59.0,5.67,5.58,3.55,2755
19370,0.54,Ideal,G,VVS2,61.5,54.0,5.24,5.26,3.23,1985
19371,0.71,Very Good,D,SI1,61.0,58.0,5.71,5.87,3.53,2683
19372,0.5,Ideal,H,VS2,62.3,58.0,5.12,5.05,3.17,1400
19373,0.33,Premium,E,SI1,60.6,60.0,4.44,4.41,2.68,743
19374,0.9,Very Good,I,IF,62.6,59.0,6.12,6.15,3.84,4596
19375,0.7,Good,F,VS1,63.8,58.0,5.58,5.61,3.57,2970
19376,0.83,Very Good,G,SI2,63.1,61.0,5.96,5.92,3.75,2259
19377,1.5,Premium,E,SI1,61.4,59.0,7.41,7.24,4.5,11638
19378,0.9,Very Good,G,VS1,61.4,57.0,6.2,6.24,3.82,5135
19379,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,433
19380,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,776
19381,1.75,Premium,H,VS2,61.5,58.0,7.75,7.69,4.75,9526
19382,1.25,Ideal,E,SI2,62.3,58.0,6.86,6.89,4.28,7289
19383,1.25,Ideal,H,SI2,62.7,56.0,6.92,6.87,4.32,5670
19384,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,516
19385,0.3,Ideal,G,VS1,61.7,54.6,4.3,4.33,2.67,618
19386,2.07,Very Good,I,SI1,62.3,60.0,8.12,8.16,5.07,15847
19387,1.12,Very Good,H,SI2,62.9,58.0,6.55,6.62,4.14,4498
19388,0.34,Premium,E,SI1,59.6,57.0,4.61,4.52,2.72,765
19389,0.62,Very Good,H,IF,60.3,59.0,5.52,5.55,3.34,2367
19390,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,6522
19391,0.32,Ideal,E,VVS1,62.3,54.0,4.37,4.4,2.73,917
19392,1.17,Ideal,G,SI2,61.1,56.0,6.8,6.86,4.17,4725
19393,0.7,Premium,E,VS2,61.1,60.0,5.71,5.64,3.47,2777
19394,0.3,Good,D,SI1,63.4,54.0,4.27,4.31,2.72,515
19395,0.32,Ideal,H,VS1,60.2,56.0,4.49,4.44,2.69,720
19396,1.21,Very Good,F,VS2,62.9,54.0,6.78,6.82,4.28,8403
19397,0.92,Premium,E,SI1,60.9,59.0,6.25,6.27,3.81,4258
19398,0.7,Very Good,F,VS2,62.3,61.0,5.55,5.62,3.48,2593
19399,0.55,Ideal,D,VS2,61.8,54.0,5.26,5.29,3.26,1928
19400,0.7,Ideal,H,VVS2,61.8,55.0,5.69,5.74,3.53,3325
19401,1.26,Ideal,H,SI2,62.0,55.0,6.9,6.97,4.29,6239
19402,2.02,Ideal,G,VS2,61.7,53.0,8.14,8.04,4.99,18077
19403,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
19404,0.3,Premium,D,SI2,61.4,59.0,4.31,4.26,2.63,574
19405,1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33,6323
19406,0.39,Premium,I,VVS1,61.5,59.0,4.67,4.7,2.88,821
19407,1.2,Good,E,SI1,59.9,64.0,6.84,6.79,4.08,6653
19408,1.27,Very Good,H,VS2,59.2,58.0,7.07,7.15,4.21,7176
19409,0.32,Ideal,G,IF,61.5,55.0,4.4,4.42,2.71,905
19410,0.7,Premium,F,SI1,62.2,59.0,5.73,5.69,3.55,2423
19411,0.53,Very Good,F,VS2,60.6,55.0,5.23,5.26,3.18,1631
19412,0.24,Very Good,D,VVS2,58.7,61.0,4.04,4.07,2.38,485
19413,0.6,Ideal,G,VVS2,61.6,55.0,5.44,5.47,3.36,2413
19414,0.41,Premium,I,VVS1,59.8,61.0,4.84,4.79,2.88,1107
19415,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13,15064
19416,0.51,Good,G,VS2,63.9,56.0,5.1,5.07,3.25,1443
19417,0.71,Ideal,I,SI1,62.3,53.0,5.69,5.82,3.56,2319
19418,0.31,Good,I,SI1,63.5,56.0,4.28,4.32,2.73,408
19419,1.01,Very Good,H,SI2,60.6,61.0,6.38,6.45,3.89,3888
19420,0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
19421,0.38,Very Good,D,VS1,58.2,58.0,4.77,4.81,2.79,995
19422,1.32,Premium,G,SI1,60.6,58.0,7.12,7.06,4.3,7676
19423,0.3,Ideal,G,IF,61.5,56.0,4.32,4.36,2.67,863
19424,1.15,Ideal,G,SI1,62.0,55.0,6.72,6.76,4.18,6313
19425,1.51,Very Good,I,VS1,63.0,59.0,7.28,7.3,4.59,9343
19426,0.34,Ideal,G,SI1,62.7,57.0,4.48,4.51,2.82,473
19427,0.29,Very Good,F,VVS2,60.8,63.0,4.28,4.31,2.61,592
19428,0.54,Premium,F,SI1,63.0,57.0,5.23,5.18,3.28,1349
19429,0.33,Premium,G,VS1,61.3,58.0,4.42,4.45,2.72,666
19430,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,16544
19431,2.01,Premium,I,VS2,61.6,61.0,8.08,7.97,4.94,16149
19432,0.72,Very Good,F,VS1,63.2,57.0,5.69,5.73,3.61,3083
19433,0.41,Good,D,SI1,63.3,55.0,4.74,4.77,3.01,738
19434,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,2927
19435,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5880
19436,1.41,Premium,J,VS2,62.7,56.0,7.2,7.16,4.5,6754
19437,0.34,Premium,F,SI1,59.8,58.0,4.57,4.53,2.72,727
19438,0.7,Very Good,E,VS2,62.8,60.0,5.59,5.65,3.53,2755
19439,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,1095
19440,0.7,Ideal,F,VS2,62.3,55.0,5.71,5.65,3.54,2622
19441,1.04,Very Good,G,SI2,62.6,58.0,6.42,6.49,4.04,4375
19442,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
19443,0.91,Very Good,H,SI2,63.3,58.0,6.11,6.06,3.85,3756
19444,0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11,1846
19445,0.52,Good,F,SI1,63.8,56.0,5.07,5.12,3.25,1244
19446,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,1316
19447,0.38,Premium,F,SI1,62.7,58.0,4.6,4.62,2.89,700
19448,1.0,Fair,I,I1,68.6,56.0,6.2,6.08,4.22,1805
19449,0.4,Premium,E,VS1,61.5,58.0,4.73,4.76,2.92,800
19450,1.35,Very Good,I,SI2,58.6,63.0,7.28,7.19,4.24,5579
19451,0.83,Ideal,E,VS2,61.8,57.0,6.04,6.03,3.73,3625
19452,0.25,Ideal,F,VS1,62.1,57.0,4.01,4.04,2.5,595
19453,0.53,Very Good,F,SI1,61.6,57.0,5.16,5.23,3.2,1359
19454,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,586
19455,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
19456,1.51,Good,I,SI1,63.9,59.0,7.26,7.18,4.61,9234
19457,0.91,Good,J,I1,63.1,57.0,6.06,6.12,3.84,1945
19458,1.32,Good,J,SI1,63.5,57.0,6.95,6.98,4.42,4573
19459,0.91,Good,G,VS1,63.2,58.0,6.07,6.15,3.86,4284
19460,0.31,Premium,D,SI1,60.9,60.0,4.39,4.38,2.67,732
19461,1.0,Very Good,D,SI1,59.8,59.0,6.47,6.51,3.88,5671
19462,1.04,Premium,H,SI1,58.5,62.0,6.67,6.64,3.89,4659
19463,1.0,Very Good,H,SI2,64.1,54.0,6.3,6.33,4.05,3991
19464,0.53,Ideal,F,VS2,61.2,56.0,5.22,5.25,3.2,1655
19465,1.44,Premium,G,VS1,61.8,57.0,7.21,7.09,4.42,11588
19466,0.42,Premium,G,VVS1,59.3,59.0,4.9,4.92,2.91,1179
19467,0.39,Very Good,F,VVS2,63.3,56.0,4.63,4.66,2.94,944
19468,0.71,Ideal,D,SI2,62.3,56.0,5.68,5.72,3.55,2416
19469,2.02,Premium,I,SI2,58.0,58.0,8.34,8.25,4.81,13117
19470,1.51,Ideal,D,SI1,59.5,57.0,7.56,7.46,4.47,12738
19471,2.34,Premium,I,SI1,61.7,60.0,8.59,8.53,5.28,15818
19472,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,828
19473,1.01,Ideal,I,SI2,62.4,57.0,6.37,6.41,3.99,4336
19474,1.21,Ideal,J,VS1,62.3,55.0,6.86,6.81,4.26,5421
19475,1.03,Very Good,G,VS2,58.8,63.0,6.7,6.61,3.91,6806
19476,0.27,Very Good,E,VVS1,61.5,58.0,4.16,4.23,2.58,620
19477,1.01,Very Good,G,VVS2,63.3,57.0,6.29,6.36,4.01,6975
19478,0.52,Ideal,D,VVS1,62.0,57.0,5.15,5.17,3.2,3218
19479,1.51,Very Good,E,SI2,58.8,58.0,7.53,7.61,4.45,9727
19480,0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
19481,0.3,Ideal,F,IF,62.4,58.0,4.25,4.28,2.66,886
19482,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,2391
19483,0.72,Premium,F,VS2,62.0,56.0,5.78,5.68,3.55,2724
19484,1.51,Ideal,D,SI1,61.9,57.0,7.42,7.35,4.57,11942
19485,0.3,Good,E,VVS2,59.8,64.0,4.34,4.29,2.58,814
19486,0.31,Ideal,I,SI1,62.1,54.0,4.37,4.39,2.72,436
19487,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
19488,1.25,Ideal,F,VVS1,62.2,56.0,6.93,6.89,4.3,12698
19489,0.51,Ideal,F,VS2,62.5,53.0,5.12,5.15,3.21,1431
19490,0.82,Premium,H,SI2,60.4,58.0,6.11,6.07,3.68,2629
19491,1.23,Very Good,F,VS1,59.3,59.0,6.98,7.01,4.15,10609
19492,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,2274
19493,0.31,Ideal,H,VS2,61.2,59.0,4.36,4.4,2.68,515
19494,2.0,Ideal,F,I1,60.3,56.0,8.16,8.27,4.94,10494
19495,1.04,Very Good,G,VS1,63.2,56.0,6.39,6.46,4.06,6541
19496,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4281
19497,0.42,Ideal,I,IF,62.1,54.0,4.82,4.84,3.0,961
19498,1.0,Very Good,I,SI1,63.3,56.0,6.27,6.36,4.0,4538
19499,0.74,Ideal,I,VS1,60.7,55.0,5.84,5.88,3.56,2609
19500,0.51,Ideal,F,VS2,60.6,56.0,5.19,5.17,3.14,1687
19501,0.34,Premium,G,VS2,61.6,58.0,4.51,4.45,2.76,765
19502,0.31,Premium,G,VVS1,60.5,60.0,4.33,4.4,2.64,816
19503,0.52,Premium,F,VS2,62.2,58.0,5.12,5.17,3.2,1600
19504,1.24,Ideal,H,SI1,62.3,54.0,6.88,6.9,4.29,6867
19505,0.76,Good,G,SI1,57.7,63.0,6.05,5.97,3.47,2447
19506,1.54,Good,J,I1,61.7,60.0,7.26,7.32,4.5,4492
19507,1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4754
19508,0.41,Premium,J,VS2,61.9,59.0,4.74,4.69,2.92,784
19509,1.03,Very Good,G,VS1,60.6,58.0,6.48,6.55,3.95,6487
19510,0.7,Very Good,F,VS2,61.6,58.0,5.7,5.72,3.52,2362
19511,1.13,Ideal,E,VVS2,61.4,57.0,6.69,6.74,4.12,11115
19512,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,6220
19513,1.5,Ideal,G,SI1,62.0,56.0,7.33,7.29,4.53,11180
19514,1.71,Good,J,VS2,62.8,58.0,7.48,7.55,4.72,8831
19515,1.32,Ideal,I,SI2,61.7,55.0,7.07,7.03,4.35,5721
19516,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05,4719
19517,0.51,Good,D,SI2,63.8,56.0,5.09,5.07,3.24,1268
19518,0.5,Very Good,D,SI1,60.6,59.0,5.08,5.12,3.09,1376
19519,1.01,Very Good,I,SI1,61.4,62.0,6.39,6.45,3.94,4693
19520,2.0,Premium,G,SI2,61.7,60.0,7.95,7.9,4.89,11355
19521,0.5,Ideal,E,VS2,61.6,56.0,5.1,5.13,3.15,1554
19522,1.09,Ideal,E,VS1,61.3,56.0,6.71,6.66,4.1,8809
19523,1.03,Very Good,H,SI1,63.3,57.0,6.41,6.39,4.05,4932
19524,0.91,Ideal,E,SI1,60.8,57.0,6.27,6.29,3.82,4429
19525,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6371
19526,2.18,Good,H,SI2,60.4,64.0,8.38,8.47,5.09,16690
19527,2.36,Ideal,H,SI2,61.8,56.0,8.57,8.53,5.28,14146
19528,0.41,Good,E,VVS1,64.1,55.0,4.68,4.71,3.01,1228
19529,0.32,Ideal,G,IF,62.4,55.0,4.42,4.4,2.75,1020
19530,0.92,Ideal,E,SI2,62.2,56.0,6.2,6.24,3.87,4011
19531,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0,16641
19532,0.57,Ideal,J,VS2,62.5,54.0,5.32,5.34,3.33,1113
19533,0.28,Very Good,H,VS2,61.6,57.0,4.22,4.25,2.61,429
19534,0.5,Very Good,D,SI1,61.6,59.0,5.12,5.14,3.16,1318
19535,1.0,Premium,F,SI2,62.5,59.0,6.4,6.28,3.96,4200
19536,0.71,Very Good,H,SI1,63.5,57.0,5.67,5.64,3.59,2207
19537,0.9,Premium,G,VS2,60.2,59.0,6.28,6.22,3.76,4424
19538,0.43,Ideal,H,SI1,62.5,57.0,4.79,4.84,3.01,716
19539,0.52,Ideal,G,SI1,61.2,55.0,5.17,5.22,3.18,1413
19540,0.38,Good,E,VVS1,62.4,64.0,4.59,4.61,2.87,904
19541,0.72,Ideal,G,VVS2,62.4,57.0,5.71,5.76,3.58,3139
19542,0.48,Good,G,VS2,65.4,59.0,4.79,4.88,3.16,1088
19543,0.9,Fair,I,I1,67.2,60.0,5.96,5.88,3.98,1786
19544,0.8,Premium,F,SI2,61.0,57.0,6.03,6.01,3.67,2797
19545,1.0,Very Good,D,SI1,62.8,58.0,6.35,6.39,4.0,5005
19546,0.41,Premium,E,VVS2,61.8,59.0,4.74,4.78,2.94,1187
19547,0.31,Premium,G,VS2,59.9,59.0,4.4,4.38,2.63,698
19548,0.7,Ideal,F,SI1,62.1,56.0,5.65,5.67,3.51,2573
19549,1.1,Ideal,F,I1,61.3,56.9,6.62,6.68,4.08,3623
19550,0.51,Ideal,H,VVS1,61.7,57.0,5.12,5.15,3.16,1837
19551,0.38,Premium,G,VS1,61.0,58.0,4.67,4.71,2.86,833
19552,2.4,Very Good,I,SI2,60.6,58.5,8.59,8.67,5.24,17955
19553,0.4,Premium,E,SI2,61.4,57.0,4.74,4.68,2.89,855
19554,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3789
19555,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,5930
19556,0.34,Ideal,D,VS2,61.3,57.0,4.47,4.5,2.75,805
19557,0.72,Very Good,H,VS2,60.8,59.0,5.74,5.77,3.55,2550
19558,0.3,Ideal,J,VS1,62.6,53.0,4.28,4.32,2.69,373
19559,1.01,Fair,G,SI2,58.3,62.0,6.46,6.5,3.78,4047
19560,2.16,Very Good,F,SI2,62.4,59.0,8.28,8.33,5.18,18678
19561,1.75,Premium,F,VS2,61.4,58.0,7.72,7.76,4.75,17017
19562,0.41,Very Good,D,SI1,63.0,59.0,4.73,4.76,2.99,838
19563,0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,6674
19564,1.17,Premium,F,SI2,62.5,57.0,6.8,6.71,4.22,4259
19565,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,8029
19566,1.51,Premium,G,SI2,62.4,57.0,7.35,7.29,4.57,7695
19567,1.01,Ideal,I,VS2,62.5,56.0,6.38,6.41,4.0,5855
19568,0.38,Very Good,H,VVS1,59.1,58.0,4.71,4.76,2.8,967
19569,1.26,Premium,H,SI1,62.1,57.0,6.94,6.88,4.29,6435
19570,1.09,Ideal,G,I1,61.0,56.0,6.62,6.66,4.05,3549
19571,1.01,Ideal,H,SI1,61.2,58.0,6.42,6.49,3.95,4943
19572,0.73,Ideal,I,VS2,61.6,54.0,5.81,5.84,3.59,2327
19573,0.54,Premium,F,VS2,61.8,58.0,5.29,5.22,3.25,1786
19574,0.42,Very Good,G,SI1,61.6,61.0,4.79,4.82,2.96,687
19575,0.76,Premium,H,SI2,59.0,59.0,6.05,6.02,3.56,1985
19576,0.33,Premium,G,VS2,61.9,59.0,4.4,4.46,2.74,579
19577,0.41,Very Good,D,VS2,61.7,54.0,4.77,4.82,2.96,939
19578,0.32,Ideal,I,VS1,62.1,57.0,4.37,4.42,2.73,471
19579,0.9,Good,G,VS1,63.7,56.0,6.07,6.15,3.89,4540
19580,0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,1268
19581,1.0,Premium,H,VS2,59.3,61.0,6.47,6.45,3.83,5208
19582,0.36,Ideal,F,VS1,61.3,55.0,4.59,4.61,2.82,803
19583,1.52,Ideal,G,VS1,59.7,57.0,7.5,7.48,4.47,13903
19584,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,15395
19585,0.54,Ideal,F,SI1,61.5,55.0,5.25,5.28,3.24,1327
19586,0.5,Premium,H,SI1,59.0,59.0,5.22,5.18,3.07,1156
19587,0.29,Ideal,H,IF,62.2,55.0,4.25,4.28,2.65,607
19588,0.56,Ideal,G,IF,61.8,56.0,5.28,5.34,3.28,2442
19589,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,802
19590,1.21,Premium,E,SI2,61.7,59.0,6.83,6.78,4.2,5920
19591,0.93,Ideal,F,SI2,59.5,57.0,6.37,6.33,3.78,3828
19592,1.05,Premium,F,SI2,62.6,59.0,6.43,6.47,4.04,4475
19593,0.41,Ideal,G,VS2,62.2,57.0,4.75,4.77,2.96,891
19594,0.9,Ideal,I,VS2,62.0,53.0,6.17,6.23,3.85,4157
19595,2.01,Premium,J,VS1,60.2,61.0,8.23,8.16,4.93,12963
19596,0.41,Ideal,E,SI1,62.1,54.0,4.81,4.76,2.97,969
19597,1.5,Fair,H,VS1,64.8,55.0,7.25,7.2,4.68,8044
19598,0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,2077
19599,0.4,Good,E,SI1,63.7,57.0,4.69,4.66,2.98,882
19600,0.24,Premium,H,VVS1,61.2,58.0,3.96,4.01,2.44,432
19601,0.31,Ideal,E,VS1,61.8,56.0,4.37,4.34,2.69,942
19602,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,2075
19603,0.23,Ideal,F,VVS1,62.7,57.0,3.9,3.92,2.45,530
19604,0.4,Ideal,E,VS1,62.3,56.0,4.71,4.73,2.94,1053
19605,1.52,Premium,J,VS1,62.4,59.0,7.31,7.36,4.58,8110
19606,0.55,Ideal,J,VVS1,62.4,54.0,5.25,5.29,3.29,1238
19607,0.24,Very Good,F,VVS2,62.1,58.0,3.96,4.03,2.48,478
19608,1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,4332
19609,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2782
19610,0.44,Premium,E,SI1,62.3,58.0,4.88,4.85,3.03,998
19611,0.57,Ideal,E,VVS2,60.6,56.2,5.36,5.4,3.26,2719
19612,0.34,Ideal,G,IF,62.2,53.0,4.49,4.52,2.8,974
19613,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1653
19614,0.39,Ideal,G,VVS2,61.6,56.6,4.68,4.71,2.9,952
19615,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865
19616,0.8,Very Good,D,SI1,58.2,63.0,6.07,6.03,3.52,2925
19617,0.62,Ideal,F,SI2,61.8,55.0,5.5,5.51,3.4,1364
19618,0.7,Good,E,SI2,59.7,63.0,5.71,5.78,3.43,2092
19619,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,429
19620,0.38,Ideal,G,VVS1,62.1,56.0,4.61,4.64,2.87,973
19621,0.51,Premium,G,VS2,61.3,59.0,5.11,5.17,3.15,1343
19622,0.61,Ideal,E,VS1,62.2,54.0,5.43,5.45,3.38,2485
19623,1.27,Ideal,G,IF,61.5,58.0,6.95,6.99,4.29,11157
19624,0.43,Very Good,G,VS1,58.4,60.0,4.95,4.98,2.9,817
19625,0.44,Ideal,F,VVS2,60.9,55.0,4.92,4.96,3.01,1196
19626,1.09,Premium,I,VS2,60.1,59.0,6.74,6.67,4.03,5306
19627,1.01,Very Good,I,VS2,62.3,60.0,6.33,6.41,3.97,4666
19628,1.04,Very Good,I,SI1,62.5,62.0,6.39,6.45,4.01,4175
19629,1.07,Ideal,G,SI1,61.7,54.0,6.59,6.61,4.07,5532
19630,0.91,Premium,H,SI2,60.9,61.0,6.24,6.18,3.78,3453
19631,0.5,Ideal,H,IF,61.1,58.0,5.1,5.14,3.13,1844
19632,0.7,Ideal,E,VS2,62.1,57.0,5.68,5.73,3.54,2633
19633,0.31,Ideal,G,VVS1,62.5,54.0,4.37,4.33,2.72,1046
19634,0.33,Ideal,F,VVS2,62.2,56.0,4.43,4.45,2.76,810
19635,0.32,Good,D,SI2,63.7,56.0,4.34,4.33,2.76,612
19636,0.4,Ideal,F,VVS2,61.6,56.0,4.73,4.77,2.93,1196
19637,0.7,Good,H,VVS2,62.1,64.0,5.62,5.65,3.5,2767
19638,1.16,Premium,G,VS1,61.9,58.0,6.72,6.76,4.17,7962
19639,1.21,Premium,E,SI2,61.0,58.0,6.93,6.88,4.21,4933
19640,0.3,Ideal,E,IF,61.3,58.0,4.28,4.33,2.64,957
19641,0.5,Premium,G,VS1,59.9,59.0,5.12,5.16,3.08,1624
19642,1.01,Ideal,F,SI2,61.4,56.0,6.46,6.51,3.98,4239
19643,0.4,Good,D,SI1,63.1,57.0,4.69,4.73,2.97,720
19644,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352
19645,1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7366
19646,0.51,Ideal,G,VVS2,61.5,57.0,5.13,5.18,3.17,1875
19647,1.03,Very Good,G,VS2,62.3,57.0,6.43,6.51,4.03,6036
19648,0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
19649,1.12,Premium,H,SI2,59.7,60.0,6.77,6.72,4.03,4641
19650,1.23,Premium,E,SI2,62.5,58.0,6.86,6.81,4.27,5929
19651,1.63,Very Good,I,SI1,62.0,54.0,7.6,7.67,4.73,9090
19652,0.61,Premium,H,SI1,61.2,58.0,5.45,5.43,3.33,1588
19653,0.31,Premium,F,IF,61.6,58.0,4.33,4.37,2.68,874
19654,0.33,Ideal,F,VVS1,62.1,56.0,4.43,4.46,2.76,828
19655,0.72,Very Good,G,VS1,60.1,63.0,5.86,5.82,3.51,3024
19656,0.7,Very Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,1968
19657,0.51,Very Good,G,SI1,63.4,56.0,5.03,5.1,3.21,1122
19658,0.45,Premium,F,SI2,61.5,61.0,4.95,4.9,3.03,936
19659,1.11,Ideal,F,VS2,61.7,55.0,6.65,6.67,4.11,7473
19660,1.01,Very Good,G,VS1,59.1,58.0,6.56,6.63,3.9,6613
19661,0.91,Very Good,F,VS1,62.4,59.0,6.15,6.16,3.84,5302
19662,0.4,Ideal,E,VS2,62.3,56.0,4.75,4.72,2.95,975
